id;vehicles_per_day;strassen_laenge;Unfaelle_todesfolge;Unfaelle_schwer;Unfaelle_leicht;real_labels_print;cnn_prediction;x_coord_print;y_coord_print
000420;523;0.79;0;0;0;0;0;2758370.0;1206080.0
000421;1020;1.915;0;1;7;2;2;2591340.0;1217040.0
000422;588;0.76;0;0;0;0;0;2599680.0;1114400.0
000423;560;Jan 67;0;0;3;3;2;2648620.0;1259170.0
000424;3058;1.355;0;2;2;2;0;2572510.0;1172970.0
000425;6557;Jan 37;0;2;1;1;1;2572790.0;1103660.0
000426;477;Jan 19;0;0;2;3;3;2560350.0;1208590.0
000427;1914;3.775;0;2;19;1;1;2658640.0;1259070.0
000428;824;0.655;0;0;0;0;0;2571480.0;1173570.0
000429;107;0.665;0;0;0;0;0;2732210.0;1269890.0
000430;108;1.195;0;0;3;3;3;2726800.0;1182530.0
000431;3118;0.7000000000000001;1;3;7;2;2;2718710.0;1138870.0
000432;2019;1.345;0;0;7;2;2;2656600.0;1218830.0
000433;397;0.655;0;0;0;0;0;2604820.0;1105420.0
000434;15520;2.6350000000000002;0;1;4;0;0;2683080.0;1240850.0
000435;8443;1.985;0;2;8;1;1;2754940.0;1190520.0
000436;342;0.645;0;0;0;0;0;2582420.0;1250790.0
000437;241;0.685;0;0;0;0;0;2635050.0;1261180.0
000438;430;0.66;0;0;0;0;0;2646100.0;1218420.0
000439;2076;Jan 17;0;3;3;2;1;2650540.0;1223800.0
000440;620;1.285;0;0;7;3;3;2705810.0;1257010.0
000441;6873;2.015;0;1;3;1;0;2572300.0;1194680.0
000442;2551;0.7000000000000001;0;1;3;2;0;2671330.0;1187480.0
000443;3744;0.915;0;0;7;1;2;2731330.0;1277040.0
000444;363;0.645;0;0;0;0;0;2591370.0;1196270.0
000445;712;0.87;0;0;7;3;1;2753280.0;1214730.0
000446;223;0.81;0;1;0;4;0;2530750.0;1200530.0
000447;3414;Jan 36;0;3;17;1;1;2725740.0;1259000.0
000448;2412;Jun 63;0;23;71;1;0;2610520.0;1266900.0
000449;163;Jan 34;0;0;0;0;0;2599060.0;1252460.0
000450;12312;0.65;0;2;12;1;1;2657280.0;1249330.0
000451;1819;0.81;0;0;1;2;2;2733550.0;1243360.0
000452;315;0.8200000000000001;0;0;0;0;0;2574960.0;1187960.0
000453;4126;1.405;0;3;14;1;1;2760920.0;1260830.0
000454;211;1.685;0;0;1;3;2;2772300.0;1201390.0
000455;5244;1.7850000000000001;0;4;20;1;1;2599200.0;1209540.0
000456;109;0.7000000000000001;0;0;0;0;2;2548540.0;1171080.0
000457;650;1.6300000000000001;1;0;4;3;2;2641130.0;1218840.0
000458;677;Jan 25;0;1;0;3;0;2558900.0;1172300.0
000459;452;1.205;0;0;3;3;2;2702170.0;1191640.0
000460;914;1.885;0;1;1;2;2;2573970.0;1109450.0
000461;1397;3.205;0;11;15;1;1;2561790.0;1123650.0
000462;2716;2.745;0;1;10;1;1;2664610.0;1271230.0
000463;1877;2.315;0;0;7;1;2;2702340.0;1261820.0
000464;521;1.8900000000000001;0;0;3;2;3;2507250.0;1140830.0
000465;3357;1.575;0;4;10;1;2;2664580.0;1248780.0
000466;510;0.9450000000000001;0;0;0;0;0;2707840.0;1121880.0
000467;899;1.0050000000000001;0;3;2;3;3;2666320.0;1163030.0
000468;4520;3.0700000000000003;0;3;13;1;0;2690820.0;1191820.0
000469;5178;2.615;0;6;24;1;1;2716820.0;1079360.0
000470;2906;0.81;0;1;5;2;3;2700920.0;1220630.0
000471;791;1.135;0;4;10;3;3;2695430.0;1167570.0
000472;480;1.125;0;0;2;3;0;2604420.0;1204020.0
000473;496;0.915;0;0;0;0;3;2696560.0;1276060.0
000474;154;0.785;0;1;0;4;0;2593350.0;1182060.0
000475;889;01. Sep;0;1;5;3;3;2556950.0;1162560.0
000476;1418;1.225;0;1;6;2;2;2619450.0;1169990.0
000477;217;01. Jan;0;0;6;3;3;2719510.0;1223950.0
000478;7167;0.645;0;1;4;1;2;2720040.0;1271710.0
000479;10488;Mär 16;0;3;16;0;0;2757950.0;1208180.0
000480;1984;1.615;0;1;8;1;1;2720040.0;1258690.0
000481;166;1.035;0;0;1;3;3;2565740.0;1187260.0
000482;8536;2.015;1;7;37;1;1;2620170.0;1234480.0
000483;233;0.8150000000000001;0;0;0;0;0;2675730.0;1231570.0
000484;1303;0.46;0;0;1;3;0;2720350.0;1233450.0
000485;1029;Jan 93;0;2;5;2;2;2668990.0;1247340.0
000486;260;0.8300000000000001;0;0;0;0;0;2497710.0;1111870.0
000487;3153;Jan 16;0;2;4;2;2;2736660.0;1257300.0
000488;4363;Jan 94;0;2;0;1;1;2702620.0;1149610.0
000489;2926;Jan 36;1;2;1;2;1;2649830.0;1270080.0
000490;1800;1.415;0;2;8;2;1;2706660.0;1236830.0
000491;716;01. Mär;0;1;2;3;0;2582100.0;1102970.0
000492;475;01. Nov;0;0;0;0;2;2663150.0;1210510.0
000493;812;0.92;0;0;4;3;2;2591570.0;1222940.0
000494;1349;1.225;0;0;3;2;2;2606490.0;1230970.0
000495;547;0.8;0;0;0;0;3;2548520.0;1206120.0
000496;204;0.865;0;1;0;4;3;2654060.0;1139110.0
000497;1636;0.855;0;2;0;3;3;2623340.0;1196850.0
000498;1117;Mär 71;0;3;5;1;2;2718900.0;1096320.0
000499;295;01. Mai;0;0;0;0;3;2602210.0;1213270.0
000500;4211;0.705;0;0;1;1;3;2608820.0;1258780.0
000501;6177;Jun 86;1;69;351;0;0;2682990.0;1248390.0
000502;152;0.835;0;0;0;0;0;2583450.0;1176780.0
000503;620;1.205;0;2;1;3;2;2678670.0;1228560.0
000504;3544;1.665;1;6;20;1;2;2675860.0;1227970.0
000505;10683;2.4050000000000002;1;17;38;1;1;2501850.0;1118850.0
000506;9704;0.675;0;6;28;1;2;2606980.0;1254620.0
000507;1269;0.835;1;0;4;3;2;2621760.0;1258180.0
000508;4045;Feb 72;0;10;37;1;1;2636050.0;1240680.0
000509;907;1.1300000000000001;0;1;0;3;2;2655010.0;1224740.0
000510;859;0.75;0;0;4;3;3;2643570.0;1196050.0
000511;755;0.99;0;0;0;0;2;2722750.0;1249090.0
000512;1983;Feb 23;0;0;8;1;2;2702240.0;1261800.0
000513;2421;1.985;0;12;44;1;1;2613290.0;1179000.0
000514;3728;0.75;0;3;7;2;2;2709070.0;1111950.0
000515;413;Jan 55;0;1;1;3;2;2584740.0;1195790.0
000516;1457;1.445;0;2;10;2;2;2569730.0;1192030.0
000517;348;0.75;0;0;0;0;0;2718890.0;1252740.0
000518;4295;Jan 53;0;0;2;1;0;2737230.0;1136390.0
000519;615;0.725;1;1;0;3;0;2750140.0;1183250.0
000520;758;0.435;0;0;1;3;0;2674260.0;1204950.0
000521;1400;0.84;0;0;1;2;1;2698670.0;1240630.0
000522;103;0.805;0;0;0;0;0;2649710.0;1241630.0
000523;2439;0.645;0;2;3;2;0;2595350.0;1158930.0
000524;376;1.935;0;3;4;3;3;2620770.0;1175370.0
000525;229;0.785;0;0;1;3;3;2571370.0;1259990.0
000526;7073;2.035;0;5;27;1;1;2685840.0;1230480.0
000527;578;01. Dez;0;0;2;3;3;2604540.0;1196060.0
000528;371;0.845;0;0;0;0;0;2684000.0;1264550.0
000529;89;0.86;0;0;1;4;0;2628460.0;1202250.0
000530;1523;Jan 84;0;1;8;2;1;2663820.0;1254220.0
000531;1649;Jan 51;0;6;12;2;1;2691040.0;1284150.0
000532;3064;Jan 76;1;4;23;1;2;2662490.0;1209880.0
000533;802;01. Jul;0;1;3;2;2;2596910.0;1205140.0
000534;364;Jan 62;1;1;1;3;3;2628740.0;1126670.0
000535;1722;Jan 33;0;2;6;2;1;2694680.0;1253850.0
000536;1915;0.72;0;2;9;2;3;2680010.0;1219600.0
000537;1834;02. Jan;0;5;9;1;2;2612820.0;1220140.0
000538;2683;1.295;0;6;7;2;2;2502940.0;1129550.0
000539;419;0.72;0;1;0;3;0;2663060.0;1224890.0
000540;3169;0.77;0;2;2;2;2;2642570.0;1222090.0
000541;808;Jan 33;1;0;0;3;1;2723990.0;1179780.0
000542;2982;0.675;0;0;3;2;2;2747170.0;1259730.0
000543;452;2.045;0;1;1;3;1;2687740.0;1197200.0
000544;607;0.65;0;0;0;0;3;2606220.0;1216810.0
000545;2584;Jan 62;0;10;37;1;2;2742550.0;1252660.0
000546;480;0.85;0;0;1;3;3;2527110.0;1171030.0
000547;1192;Mär 39;0;2;22;1;1;2759460.0;1249860.0
000548;1697;01. Jan;0;1;4;2;3;2724390.0;1252480.0
000549;1474;05. Mai;0;25;61;1;0;2609800.0;1267270.0
000550;376;0.735;0;0;0;0;0;2705310.0;1272900.0
000551;300;0.66;0;1;0;4;3;2602280.0;1245040.0
000552;1366;0.65;0;0;1;3;0;2618230.0;1222670.0
000553;882;1.925;0;4;10;2;1;2578160.0;1110330.0
000554;339;1.195;0;0;0;0;2;2644330.0;1224200.0
000555;1822;1.105;0;1;4;2;2;2593700.0;1202530.0
000556;920;0.84;0;0;2;3;3;2632950.0;1187530.0
000557;3843;Jan 58;0;9;33;1;1;2655330.0;1248820.0
000558;230;0.685;0;0;0;0;2;2603310.0;1244110.0
000559;3073;Jan 51;3;7;16;1;1;2563920.0;1125680.0
000560;1438;1.1300000000000001;0;1;1;2;2;2639850.0;1225340.0
000561;6478;Feb 13;0;2;1;1;1;2557170.0;1209250.0
000562;12020;2.955;0;5;10;0;0;2586140.0;1117220.0
000563;3399;Feb 67;0;3;23;1;2;2689760.0;1255250.0
000564;1371;Feb 37;0;2;12;1;2;2687020.0;1226000.0
000565;4874;0.985;0;5;22;1;1;2648470.0;1212140.0
000566;488;0.745;0;0;1;3;0;2644480.0;1246860.0
000567;373;0.66;0;0;0;0;0;2564540.0;1218440.0
000568;202;1.315;0;0;1;3;0;2710470.0;1235540.0
000569;108;0.65;0;0;0;0;0;2622120.0;1199780.0
000570;705;0.84;0;1;1;3;2;2488830.0;1116540.0
000571;1843;3.075;0;11;26;1;1;2536580.0;1154430.0
000572;222;0.7000000000000001;0;0;1;3;3;2542990.0;1163630.0
000573;5151;05. Mär;0;9;29;1;0;2691110.0;1286100.0
000574;1582;1.885;0;2;18;2;1;2587710.0;1222660.0
000575;1677;0.85;0;1;2;2;2;2569840.0;1150420.0
000576;2239;0.8200000000000001;0;1;3;2;2;2524100.0;1151090.0
000577;1608;1.4000000000000001;0;2;4;2;2;2556060.0;1207370.0
000578;3691;1.495;0;4;19;1;1;2663370.0;1211860.0
000579;385;Jan 53;0;2;3;3;2;2592110.0;1212350.0
000580;2153;1.0150000000000001;1;2;4;2;1;2671450.0;1219010.0
000581;4236;0.675;0;1;0;2;1;2702510.0;1233340.0
000582;11777;Jan 45;0;1;1;1;1;2682840.0;1211960.0
000583;144;0.845;0;0;0;0;0;2620110.0;1208430.0
000584;2052;0.9550000000000001;0;4;6;2;2;2594950.0;1163580.0
000585;2445;1.2650000000000001;0;2;9;2;2;2646960.0;1204220.0
000586;2553;0.675;0;1;6;2;2;2668440.0;1214100.0
000587;1513;0.67;0;0;0;0;0;2522780.0;1154580.0
000588;471;1.395;0;0;0;0;2;2635800.0;1257200.0
000589;2566;1.085;0;2;2;2;0;2676770.0;1242120.0
000590;241;0.84;0;0;0;0;0;2533530.0;1181960.0
000591;7151;1.975;0;1;4;1;0;2496360.0;1112270.0
000592;8768;3.805;0;5;17;0;0;2577650.0;1186500.0
000593;2884;0.705;0;0;5;2;1;2691400.0;1250330.0
000594;2014;Jan 61;0;0;7;1;2;2623670.0;1202250.0
000595;2382;1.475;0;0;0;0;1;2689050.0;1281170.0
000596;147;0.685;0;0;0;0;0;2557100.0;1225810.0
000597;336;1.355;0;2;2;3;2;2752040.0;1210960.0
000598;660;0.665;0;0;0;0;3;2530240.0;1166220.0
000599;18877;2.705;0;1;8;0;0;2676920.0;1244520.0
000600;3255;3.855;0;2;20;1;1;2688190.0;1250800.0
000601;6015;2.415;0;1;11;1;1;2750420.0;1260890.0
000602;1066;0.6950000000000001;0;0;0;0;2;2635830.0;1215360.0
000603;262;0.79;0;0;0;0;0;2655630.0;1262500.0
000604;532;1.665;0;0;0;0;2;2684270.0;1271030.0
000605;783;0.965;0;1;0;3;2;2700870.0;1240430.0
000606;1464;Feb 52;1;3;31;1;1;2594180.0;1226000.0
000607;14302;2.5100000000000002;0;0;11;0;0;2637830.0;1235510.0
000608;2837;Jan 34;0;0;3;1;2;2650820.0;1244340.0
000609;4556;0.73;0;0;0;0;2;2694540.0;1220050.0
000610;262;0.775;0;0;0;0;3;2655900.0;1262690.0
000611;2597;2.535;1;1;6;1;1;2569590.0;1193460.0
000612;3835;Jan 71;0;4;9;1;2;2690390.0;1254340.0
000613;850;1.195;0;0;3;2;0;2714750.0;1146270.0
000614;228;1.235;0;0;1;3;2;2753110.0;1177910.0
000615;663;1.0050000000000001;0;1;3;3;3;2691340.0;1258550.0
000616;506;2.4250000000000003;1;2;5;3;2;2618980.0;1250090.0
000617;1084;0.5750000000000001;0;2;0;3;0;2512690.0;1152060.0
000618;6484;Feb 48;1;22;57;1;1;2716750.0;1095840.0
000619;322;0.775;0;2;0;3;0;2574970.0;1161630.0
000620;312;1.575;0;1;5;3;2;2580060.0;1112970.0
000621;14549;Feb 79;0;3;10;0;0;2703780.0;1228640.0
000622;15137;Mär 77;0;4;15;0;0;2495470.0;1114850.0
000623;577;0.99;0;0;1;3;0;2586040.0;1186340.0
000624;180;Feb 23;0;0;0;0;3;2646430.0;1263420.0
000625;2705;0.885;0;0;1;2;2;2640070.0;1198020.0
000626;167;1.035;0;2;3;3;2;2566560.0;1210590.0
000627;313;0.87;0;0;0;0;0;2731100.0;1174200.0
000628;427;0.725;0;1;0;3;3;2538770.0;1157890.0
000629;649;1.135;0;1;2;3;2;2714000.0;1276450.0
000630;138;0.775;0;0;0;0;2;2601270.0;1213550.0
000631;384;0.795;0;0;1;3;2;2658170.0;1274710.0
000632;1265;Jan 95;0;3;2;2;2;2763820.0;1255630.0
000633;125;0.75;0;0;0;0;0;2697840.0;1273040.0
000634;7297;0.87;0;1;5;1;1;2714960.0;1078350.0
000635;4172;1.8900000000000001;0;2;9;1;1;2662200.0;1196160.0
000636;108;0.755;0;0;0;0;3;2642090.0;1231190.0
000637;700;02. Apr;0;0;2;2;2;2548650.0;1161950.0
000638;1218;1.165;0;0;1;2;1;2795460.0;1166530.0
000639;787;Jan 54;0;0;7;2;2;2598310.0;1193990.0
000640;215;0.88;0;0;0;0;0;2762380.0;1250430.0
000641;549;0.775;0;0;2;3;0;2689570.0;1133590.0
000642;5594;Feb 65;0;4;18;1;0;2652460.0;1248820.0
000643;847;0.68;0;0;1;3;0;2597580.0;1114690.0
000644;88;0.775;0;0;0;0;0;2567040.0;1213090.0
000645;1691;0.775;0;0;0;0;3;2588630.0;1114620.0
000646;4577;1.305;1;5;18;1;1;2676970.0;1257400.0
000647;2743;0.88;0;1;4;2;3;2587020.0;1149590.0
000648;1733;Jan 24;0;3;8;2;2;2561020.0;1172980.0
000649;21208;2.145;1;1;8;0;0;2655830.0;1222260.0
000650;213;0.8200000000000001;0;0;0;0;0;2707760.0;1095620.0
000651;2519;Jan 68;0;0;0;0;1;2661820.0;1193430.0
000652;222;0.795;0;0;0;0;0;2677700.0;1284750.0
000653;412;1.325;0;0;0;0;2;2580560.0;1200520.0
000654;1092;0.775;0;1;0;3;2;2731840.0;1248050.0
000655;2177;1.305;2;1;3;2;2;2647840.0;1177350.0
000656;713;01. Mai;0;3;4;3;3;2549550.0;1160940.0
000657;4837;0.8150000000000001;0;0;6;1;2;2621940.0;1228800.0
000658;1274;1.735;0;3;3;2;2;2644040.0;1226700.0
000659;163;0.805;0;0;0;0;2;2549520.0;1218050.0
000660;3238;2.5500000000000003;0;2;20;1;1;2721690.0;1271930.0
000661;9900;1.7750000000000001;0;1;2;1;1;2668540.0;1202560.0
000662;1574;1.5350000000000001;0;2;10;2;1;2613190.0;1175730.0
000663;409;0.735;0;3;2;3;3;2606760.0;1220090.0
000664;1657;0.765;0;0;0;0;2;2581230.0;1231160.0
000665;4375;2.995;1;9;70;1;1;2681360.0;1225000.0
000666;2854;1.835;0;0;5;1;1;2494120.0;1113630.0
000667;3919;5.125;0;20;98;1;1;2704620.0;1114360.0
000668;248;0.8300000000000001;0;0;0;0;3;2760500.0;1258610.0
000669;1114;1.4000000000000001;0;0;0;0;2;2690210.0;1270170.0
000670;2381;1.165;0;3;21;2;2;2607230.0;1210160.0
000671;128;0.43;0;0;0;0;0;2521960.0;1162370.0
000672;143;0.785;0;0;0;0;2;2539560.0;1205200.0
000673;466;1.0050000000000001;0;0;0;0;2;2519640.0;1162110.0
000674;15584;6.515000000000001;0;3;84;0;0;2614190.0;1266130.0
000675;747;0.81;1;1;1;3;2;2508980.0;1165640.0
000676;2623;1.195;0;1;2;2;2;2657570.0;1218880.0
000677;2003;Jan 46;0;0;10;1;2;2607600.0;1252140.0
000678;95;0.71;0;0;0;0;0;2588040.0;1243690.0
000679;413;0.6900000000000001;0;0;1;3;3;2613170.0;1218770.0
000680;2006;0.65;0;0;1;2;0;2692580.0;1227740.0
000681;1847;0.74;0;1;1;3;0;2651210.0;1208240.0
000682;162;0.9500000000000001;0;0;1;3;0;2557790.0;1192190.0
000683;1531;1.715;0;0;16;2;2;2562850.0;1174390.0
000684;99;1.355;0;0;0;0;0;2563040.0;1246660.0
000685;4488;0.895;0;3;4;2;3;2602600.0;1126290.0
000686;140;0.8250000000000001;0;1;1;4;0;2703870.0;1264660.0
000687;667;Jan 16;0;1;0;3;0;2729320.0;1265120.0
000688;4057;Feb 23;2;6;43;1;1;2664210.0;1260340.0
000689;4817;0.97;1;1;12;1;1;2662790.0;1213530.0
000690;155;Jan 31;0;0;0;0;0;2676100.0;1280330.0
000691;639;0.68;0;1;4;3;2;2741550.0;1243190.0
000692;2240;1.245;1;2;1;2;2;2669930.0;1247390.0
000693;1493;0.73;0;0;2;2;0;2694900.0;1223160.0
000694;826;0.71;0;0;0;0;3;2683610.0;1151980.0
000695;899;Jan 33;0;1;2;3;2;2697670.0;1275920.0
000696;1352;0.84;0;0;0;0;2;2663850.0;1149380.0
000697;503;0.925;0;0;2;3;0;2619300.0;1233880.0
000698;7838;01. Feb;0;2;15;1;1;2735400.0;1253700.0
000699;875;0.53;0;0;0;0;0;2741220.0;1245610.0
000700;284;0.775;0;0;1;3;0;2566890.0;1178060.0
000701;3222;1.145;0;0;3;1;1;2691040.0;1215840.0
000702;1764;1.1400000000000001;0;0;6;2;3;2629590.0;1235020.0
000703;3421;Jan 87;0;0;3;1;1;2672200.0;1244080.0
000704;10434;Jan 61;0;1;4;1;1;2676570.0;1228460.0
000705;662;1.455;0;0;4;2;2;2672700.0;1216480.0
000706;696;1.285;0;2;3;3;2;2745540.0;1251020.0
000707;11485;2.2600000000000002;0;0;15;0;0;2760230.0;1196190.0
000708;8655;Feb 71;0;11;17;1;0;2657170.0;1220990.0
000709;1465;2.065;0;2;3;2;2;2710000.0;1274030.0
000710;435;0.715;0;0;0;0;0;2715760.0;1248530.0
000711;1906;1.6300000000000001;0;1;4;2;1;2662640.0;1253970.0
000712;1323;Jan 45;0;6;7;2;2;2726740.0;1236880.0
000713;1028;Jan 22;0;1;6;2;1;2623160.0;1249300.0
000714;2497;01. Jun;0;0;5;1;1;2660580.0;1241020.0
000715;1462;0.675;0;0;1;2;3;2635170.0;1163020.0
000716;518;01. Nov;0;0;0;0;3;2690590.0;1273720.0
000717;166;0.73;0;0;0;0;3;2566430.0;1254090.0
000718;2537;1.645;0;2;4;1;1;2642830.0;1218750.0
000719;525;0.87;0;0;1;3;3;2647400.0;1259060.0
000720;3218;1.105;0;1;3;1;2;2609350.0;1190580.0
000721;2586;0.72;0;1;3;2;1;2756310.0;1218870.0
000722;908;1.175;0;1;7;2;3;2626290.0;1235640.0
000723;460;0.795;0;0;2;3;0;2641710.0;1243460.0
000724;100;0.66;0;0;0;0;3;2683720.0;1272020.0
000725;1266;1.5050000000000001;0;0;1;2;2;2596850.0;1123260.0
000726;98;0.68;0;0;0;0;0;2662670.0;1222800.0
000727;3643;3.0100000000000002;0;2;8;1;1;2581490.0;1229670.0
000728;2663;01. Mai;0;0;2;2;3;2619980.0;1257990.0
000729;6888;Jan 56;0;3;8;1;2;2612310.0;1256680.0
000730;864;0.67;0;3;1;3;3;2715890.0;1265000.0
000731;180;1.235;0;0;0;0;3;2566510.0;1188360.0
000732;1876;Mär 13;0;2;12;1;1;2637610.0;1245130.0
000733;1621;0.81;0;1;3;2;3;2555690.0;1204350.0
000734;2571;0.71;0;0;1;2;3;2602460.0;1167720.0
000735;1306;0.745;0;0;5;2;3;2767080.0;1155190.0
000736;555;0.745;0;0;0;0;0;2518920.0;1151490.0
000737;907;0.845;0;0;1;3;0;2614370.0;1170090.0
000738;615;1.315;0;2;4;3;2;2693230.0;1273050.0
000739;1216;Jan 73;0;2;0;2;2;2661540.0;1241130.0
000740;336;02. Aug;0;0;0;0;2;2602720.0;1215080.0
000741;1329;0.76;0;0;0;0;3;2664880.0;1150520.0
000742;3208;1.245;0;2;3;1;1;2698850.0;1110610.0
000743;191;0.89;0;0;0;0;0;2576760.0;1179240.0
000744;3919;0.725;0;0;13;1;2;2739210.0;1187160.0
000745;2351;1.725;0;0;10;1;1;2635510.0;1246840.0
000746;1488;0.965;1;1;1;3;2;2772040.0;1148440.0
000747;256;Jan 23;0;1;2;3;3;2587940.0;1246880.0
000748;552;0.795;0;0;0;0;0;2604950.0;1128000.0
000749;988;2.345;0;1;10;2;2;2671900.0;1240760.0
000750;2195;1.045;0;0;4;2;3;2545020.0;1212110.0
000751;131;0.725;0;0;0;0;0;2601690.0;1191460.0
000752;1124;2.665;0;2;4;2;2;2763330.0;1252630.0
000753;415;Jan 23;0;0;0;0;0;2640320.0;1244400.0
000754;10936;5.655;0;2;35;0;0;2609810.0;1214800.0
000755;1228;1.075;0;2;2;3;1;2574410.0;1209820.0
000756;7255;1.0150000000000001;0;0;10;1;1;2629050.0;1267280.0
000757;6368;Mär 61;0;20;87;1;1;2689480.0;1284290.0
000758;2500;Feb 67;1;4;30;1;2;2687090.0;1246240.0
000759;11059;Feb 57;0;3;4;1;1;2711360.0;1228060.0
000760;235;0.655;0;0;0;0;0;2611850.0;1206920.0
000761;2064;0.77;0;0;2;2;2;2722700.0;1122440.0
000762;647;Feb 19;1;1;7;2;1;2714750.0;1254380.0
000763;1574;Jan 82;0;2;6;2;2;2735480.0;1277140.0
000764;758;3.755;0;10;42;2;1;2739970.0;1268420.0
000765;342;0.8250000000000001;0;0;0;0;3;2525320.0;1164310.0
000766;1788;0.9;0;1;4;2;2;2564840.0;1188720.0
000767;1270;2.105;0;1;3;2;2;2501020.0;1114530.0
000768;1233;0.715;0;0;0;0;2;2619570.0;1212430.0
000769;15337;3.535;0;5;30;0;0;2718650.0;1080190.0
000770;2267;Jan 97;0;1;11;1;1;2666380.0;1213330.0
000771;801;1.1500000000000001;0;0;0;0;3;2640210.0;1259370.0
000772;826;0.73;0;1;0;3;0;2655430.0;1176700.0
000773;1530;1.095;0;0;3;2;1;2610940.0;1230910.0
000774;2051;2.395;1;16;59;1;1;2679140.0;1248480.0
000775;843;Jan 45;0;2;7;2;3;2699320.0;1265960.0
000776;358;0.725;0;0;0;0;0;2607540.0;1181000.0
000777;1088;1.2550000000000001;0;0;1;2;2;2717890.0;1227810.0
000778;1222;0.665;1;1;2;3;0;2570150.0;1252890.0
000779;213;0.91;0;0;2;3;0;2591760.0;1205900.0
000780;2038;Jan 72;0;0;12;1;1;2640910.0;1226100.0
000781;4421;Jan 26;0;5;11;1;3;2576900.0;1187550.0
000782;3047;0.755;1;1;8;2;2;2783040.0;1150760.0
000783;4995;1.035;0;1;7;1;2;2620500.0;1234260.0
000784;3867;01. Feb;0;6;5;1;2;2576850.0;1188840.0
000785;1528;2.6350000000000002;0;0;2;1;2;2559630.0;1145290.0
000786;318;1.155;0;0;1;3;3;2607480.0;1175010.0
000787;9494;2.665;0;2;8;1;0;2708840.0;1269680.0
000788;2376;3.325;0;0;11;1;1;2584720.0;1231960.0
000789;354;0.875;0;0;1;3;3;2589780.0;1219070.0
000790;250;1.075;0;0;1;3;2;2641210.0;1245200.0
000791;776;1.635;0;1;5;2;2;2525890.0;1156710.0
000792;473;0.66;0;0;0;0;0;2623920.0;1136790.0
000793;1779;0.89;0;1;3;2;3;2802580.0;1141510.0
000794;562;Jan 34;0;1;0;3;2;2570290.0;1173200.0
000795;793;1.075;0;0;0;0;2;2739780.0;1261480.0
000796;1477;1.075;0;0;12;2;2;2761690.0;1201090.0
000797;7189;2.4050000000000002;0;0;4;1;0;2556000.0;1187300.0
000798;286;0.715;0;0;1;3;0;2691060.0;1117730.0
000799;307;1.695;0;1;0;3;2;2551650.0;1178010.0
000800;643;0.87;0;0;2;3;3;2772790.0;1174620.0
000801;1241;1.5050000000000001;0;0;1;2;2;2694020.0;1242500.0
000802;3752;1.335;0;3;11;1;2;2499070.0;1111600.0
000803;1271;1.925;0;1;10;2;2;2650910.0;1215770.0
000804;2205;0.835;0;0;0;0;2;2658830.0;1224340.0
000805;3601;1.225;1;6;22;1;2;2647930.0;1209610.0
000806;1485;0.775;1;0;0;3;0;2555270.0;1166440.0
000807;1609;3.665;0;9;72;1;1;2682510.0;1263940.0
000808;574;0.675;0;0;1;3;0;2634560.0;1251160.0
000809;7046;1.635;0;2;7;1;1;2570010.0;1102840.0
000810;1393;0.92;0;3;3;3;3;2552520.0;1203560.0
000811;2702;Feb 59;0;9;25;1;1;2696830.0;1251970.0
000812;1105;0.965;0;0;1;2;3;2697410.0;1192460.0
000813;8486;4.875;2;2;23;0;0;2559810.0;1204400.0
000814;18161;2.295;1;3;14;0;0;2610780.0;1224230.0
000815;822;Feb 99;1;0;30;2;1;2661120.0;1194220.0
000816;859;1.415;0;1;5;2;2;2618970.0;1170500.0
000817;2843;0.725;0;1;1;2;2;2627150.0;1230550.0
000818;93;0.66;0;0;4;4;3;2542110.0;1182340.0
000819;3074;3.225;0;5;11;1;1;2532650.0;1154010.0
000820;839;Jan 34;0;1;6;2;2;2524040.0;1148430.0
000821;328;1.295;0;0;0;0;3;2593330.0;1118000.0
000822;697;1.0150000000000001;0;2;2;3;3;2714440.0;1262210.0
000823;173;0.68;0;1;1;4;3;2558210.0;1155330.0
000824;2315;Feb 62;0;3;6;1;1;2619220.0;1164430.0
000825;410;1.215;0;0;0;0;3;2546860.0;1156520.0
000826;1705;0.865;0;0;0;0;1;2794320.0;1165150.0
000827;8227;2.0100000000000002;0;0;2;1;1;2554830.0;1186960.0
000828;668;0.77;0;0;0;0;0;2705300.0;1126190.0
000829;323;0.8150000000000001;0;0;1;3;0;2673040.0;1243340.0
000830;5865;0.91;0;2;0;2;1;2671690.0;1248050.0
000831;858;1.435;0;0;1;2;2;2623150.0;1199640.0
000832;810;0.87;0;0;3;3;2;2810200.0;1170980.0
000833;1635;2.035;0;2;15;1;1;2649890.0;1245880.0
000834;356;1.3900000000000001;0;0;1;3;2;2567830.0;1122860.0
000835;704;Feb 86;0;3;1;2;2;2594330.0;1123640.0
000836;98;0.465;0;0;0;0;0;2591690.0;1253020.0
000837;106;0.65;0;0;0;0;0;2514710.0;1155490.0
000838;1489;0.85;0;1;4;2;3;2671200.0;1213490.0
000839;3043;0.99;0;1;6;2;3;2608910.0;1182370.0
000840;2824;3.275;0;5;61;1;1;2598600.0;1200650.0
000841;916;0.74;0;0;1;3;2;2679290.0;1241400.0
000842;1638;4.165;0;6;31;1;1;2691580.0;1236200.0
000843;794;0.765;0;0;1;3;0;2569090.0;1183520.0
000844;5527;Apr 47;1;38;210;1;1;2682740.0;1246940.0
000845;5369;0.655;0;0;1;1;1;2737300.0;1267990.0
